varName,mysqlCategory,varNameCategory,varNameSubCategory,definition,ICD-10,Feature (MySQL),Similar,Combine,naValues,nullReplace,naReplace,varType,varTypeDetailed,varContinuous,varLevels,varLabels,realLabels,varOrdered,tables_hesids,tables_inpatient,tables_inpatientModel03,tables_ver2Cross,tables_ver2Long,tables_ver2Trigger,tables_ver2Future365,tables_parr,tables_parrTrigger,dummy,mysqlVarType,mysqlDefault,mysqlToDo,rank (party::cforest),abs(rank),perc_ratio(abs(rank))
charlsonIndex_max,Clinical,Diagnosis,CCI,NA,NA,charlsonIndex_max__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,1,1,1,,,,int(11),0,-,1.30E-04,0.00013,2.58%
charlsonIndex_stdev,Clinical,Diagnosis,CCI,NA,NA,charlsonIndex_stdev,FALSE,-,NA,0,NA,numeric,interval,T,NA,NA,NA,T,,,,1,,,,,,,double(114),0,-,1.88E-04,0.000188,3.74%
charlsonIndex_zero_freq,Clinical,Diagnosis,CCI,NA,NA,charlsonIndex_zero_freq,FALSE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,-,6.64E-04,0.000664,13.20%
classpatRecoded,Admin.,Admission,Classification,classpt-recoded,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,,,,T,,,1,,,,,,,,int(1),0,-,,,
classpatRecoded_ordinary_freq,Admin.,Admission,Classification,classpt-recoded: ordinary,NA,classpatRecoded_ordinary_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,8.85E-04,0.000885,17.59%
classpatRecoded_ordinary_freq,Admin.,Admission,Classification,classpt-recoded: ordinary,NA,classpatRecoded_ordinary_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,7.16E-04,0.000716,14.24%
classpatRecoded_ordinary_freq,Admin.,Admission,Classification,classpt-recoded: ordinary,NA,classpatRecoded_ordinary_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,4.66E-04,0.000466,9.26%
classpatRecoded_regular_freq,Admin.,Admission,Classification,classpt-recoded: regular,NA,classpatRecoded_regular_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,1.62E-04,0.000162,3.22%
classpatRecoded_regular_freq,Admin.,Admission,Classification,classpt-recoded: regular,NA,classpatRecoded_regular_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,1.46E-04,0.000146,2.90%
classpatRecoded_regular_freq,Admin.,Admission,Classification,classpt-recoded: regular,NA,classpatRecoded_regular_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,1,,int(11),0,-,1.43E-04,0.000143,2.84%
diagAlcohol,Clinical,Diagnosis Group,Alcohol,alcohol abuse and dependence,F10,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
diagCat_1_freq,Clinical,Diagnosis Group,Circulatory System,rheumatic fever/rheumatic heart disease,I00–I09,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_10_freq,Clinical,Diagnosis Group,Circulatory System,other and unspecified disorders of the circulatory system,I95–I99,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_11_freq,Clinical,Diagnosis Group,Circulatory System,congenital cardiovascular defects,Q20–Q28,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_2_freq,Clinical,Diagnosis Group,Circulatory System,hypertensive diseases,I10–I15,diagCat_2_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.11E-04,0.000111,2.21%
diagCat_2_freq,Clinical,Diagnosis Group,Circulatory System,hypertensive diseases,I10–I15,diagCat_2_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.07E-04,0.000107,2.13%
diagCat_2_freq,Clinical,Diagnosis Group,Circulatory System,hypertensive diseases,I10–I15,diagCat_2_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.54E-05,0.0000754,1.50%
diagCat_2_freq,Clinical,Diagnosis Group,Circulatory System,hypertensive diseases,I10–I15,diagCat_2_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,5.52E-05,0.0000552,1.10%
diagCat_3_freq,Clinical,Diagnosis Group,Circulatory System,ischemic (coronary) heart disease,I20–I25,diagCat_3_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.61E-04,0.000161,3.20%
diagCat_3_freq,Clinical,Diagnosis Group,Circulatory System,ischemic (coronary) heart disease,I20–I25,diagCat_3_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.54E-04,0.000154,3.06%
diagCat_3_freq,Clinical,Diagnosis Group,Circulatory System,ischemic (coronary) heart disease,I20–I25,diagCat_3_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.29E-04,0.000129,2.57%
diagCat_3_freq,Clinical,Diagnosis Group,Circulatory System,ischemic (coronary) heart disease,I20–I25,diagCat_3_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.64E-05,0.0000764,1.52%
diagCat_4_freq,Clinical,Diagnosis Group,Circulatory System,pulmonary heart disease and diseases of pulmonary circulation,I26-I28,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_5_freq,Clinical,Diagnosis Group,Circulatory System,other forms of heart disease,I30–I52,diagCat_5_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.66E-04,0.000266,5.29%
diagCat_5_freq,Clinical,Diagnosis Group,Circulatory System,other forms of heart disease,I30–I52,diagCat_5_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.25E-04,0.000125,2.49%
diagCat_5_freq,Clinical,Diagnosis Group,Circulatory System,other forms of heart disease,I30–I52,diagCat_5_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.16E-04,0.000116,2.31%
diagCat_5_freq,Clinical,Diagnosis Group,Circulatory System,other forms of heart disease,I30–I52,diagCat_5_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,6.13E-05,0.0000613,1.22%
diagCat_6_freq,Clinical,Diagnosis Group,Circulatory System,cerebrovascu- lar disease (stroke),I60–I69,diagCat_6_freq,FALSE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,6.92E-05,0.0000692,1.38%
diagCat_7_freq,Clinical,Diagnosis Group,Circulatory System,atherosclerosis,I70,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_8_freq,Clinical,Diagnosis Group,Circulatory System,"other diseases of arteries, arterioles, and capillaries",I71-I79,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCat_9_freq,Clinical,Diagnosis Group,Circulatory System,"diseases of veins, lymphatics, and lymph nodes not classified elsewhere",I80–I89,diagCat_9_freq,FALSE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.17E-05,0.0000217,0.43%
diagCci_01_myocardial_freq,Clinical,Diagnosis Group,Circulatory System,Myocardial infarction,"I21.x, I22.x, I25.2",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_02_chf_freq,Clinical,Diagnosis Group,Circulatory System,Congestive heart failure,"I09.9, I11.0, I13.0, I13.2, I25.5, I42.0, I42.5–I42.9, I43.x, I50.x, P29.0",diagCci_02_chf_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.41E-04,0.000141,2.80%
diagCci_02_chf_freq,Clinical,Diagnosis Group,Circulatory System,Congestive heart failure,"I09.9, I11.0, I13.0, I13.2, I25.5, I42.0, I42.5–I42.9, I43.x, I50.x, P29.0",diagCci_02_chf_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,5.83E-05,0.0000583,1.16%
diagCci_03_pvd_freq,Clinical,Diagnosis Group,Circulatory System,Peripheral vascular disease,"I70.x, I71.x, I73.1, I73.8, I73.9, I77.1, I79.0, I79.2, K55.1, K55.8, K55.9, Z95.8, Z95.9",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_04_cerebrovascular_freq,Clinical,Diagnosis Group,Nervous System,Cerebrovascular disease,"G45.x, G46.x, H34.0, I60.x–I69.x",diagCci_04_cerebrovascular_freq,FALSE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,5.76E-05,0.0000576,1.15%
diagCci_05_dementia_freq,Clinical,Diagnosis Group,"Mental, Behavioral and Neurodevelopmental",Dementia,"F00.x–F03.x, F05.1, G30.x, G31.1",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_06_cpd_freq,Clinical,Diagnosis Group,Respiratory System,Chronic pulmonary disease,"I27.8, I27.9, J40.x–J47.x, J60.x–J67.x, J68.4, J70.1, J70.3",diagCci_06_cpd_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.22E-04,0.000122,2.43%
diagCci_06_cpd_freq,Clinical,Diagnosis Group,Respiratory System,Chronic pulmonary disease,"I27.8, I27.9, J40.x–J47.x, J60.x–J67.x, J68.4, J70.1, J70.3",diagCci_06_cpd_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.20E-04,0.00012,2.39%
diagCci_06_cpd_freq,Clinical,Diagnosis Group,Respiratory System,Chronic pulmonary disease,"I27.8, I27.9, J40.x–J47.x, J60.x–J67.x, J68.4, J70.1, J70.3",diagCci_06_cpd_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.17E-04,0.000117,2.33%
diagCci_06_cpd_freq,Clinical,Diagnosis Group,Respiratory System,Chronic pulmonary disease,"I27.8, I27.9, J40.x–J47.x, J60.x–J67.x, J68.4, J70.1, J70.3",diagCci_06_cpd_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,8.21E-05,0.0000821,1.63%
diagCci_07_rheumatic_freq,Clinical,Diagnosis Group,Musculoskeletal System and Connective Tissue,Rheumatic disease,"M05.x, M06.x, M31.5, M32.x–M34.x, M35.1, M35.3, M36.0",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_08_ulcer_freq,Clinical,Diagnosis Group,Digestive System,Peptic ulcer disease,K25.x–K28.x,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_09_liverMild_freq,Clinical,Diagnosis Group,Digestive System,Mild liver disease,"B18.x, K70.0–K70.3, K70.9, K71.3–K71.5, K71.7, K73.x, K74.x, K76.0, K76.2–K76.4, K76.8, K76.9, Z94.4",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_10_diabetesNotChronic_freq,Clinical,Diagnosis Group,"Endocrine, Nutritional and Metabolic",Diabetes without chronic complication,"E10.0, E10.1, E10.6, E10.8, E10.9, E11.0, E11.1, E11.6, E11.8, E11.9, E12.0, E12.1, E12.6, E12.8, E12.9, E13.0, E13.1, E13.6, E13.8, E13.9, E14.0, E14.1, E14.6, E14.8, E14.9",diagCci_10_diabetesNotChronic_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,9.53E-05,0.0000953,1.90%
diagCci_10_diabetesNotChronic_freq,Clinical,Diagnosis Group,"Endocrine, Nutritional and Metabolic",Diabetes without chronic complication,"E10.0, E10.1, E10.6, E10.8, E10.9, E11.0, E11.1, E11.6, E11.8, E11.9, E12.0, E12.1, E12.6, E12.8, E12.9, E13.0, E13.1, E13.6, E13.8, E13.9, E14.0, E14.1, E14.6, E14.8, E14.9",diagCci_10_diabetesNotChronic_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,8.48E-05,0.0000848,1.69%
diagCci_10_diabetesNotChronic_freq,Clinical,Diagnosis Group,"Endocrine, Nutritional and Metabolic",Diabetes without chronic complication,"E10.0, E10.1, E10.6, E10.8, E10.9, E11.0, E11.1, E11.6, E11.8, E11.9, E12.0, E12.1, E12.6, E12.8, E12.9, E13.0, E13.1, E13.6, E13.8, E13.9, E14.0, E14.1, E14.6, E14.8, E14.9",diagCci_10_diabetesNotChronic_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.34E-05,0.0000734,1.46%
diagCci_10_diabetesNotChronic_freq,Clinical,Diagnosis Group,"Endocrine, Nutritional and Metabolic",Diabetes without chronic complication,"E10.0, E10.1, E10.6, E10.8, E10.9, E11.0, E11.1, E11.6, E11.8, E11.9, E12.0, E12.1, E12.6, E12.8, E12.9, E13.0, E13.1, E13.6, E13.8, E13.9, E14.0, E14.1, E14.6, E14.8, E14.9",diagCci_10_diabetesNotChronic_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,6.76E-05,0.0000676,1.34%
diagCci_11_diabetesChronic_freq,Clinical,Diagnosis Group,"Endocrine, Nutritional and Metabolic",Diabetes with chronic complication,"E10.2–E10.5, E10.7, E11.2–E11.5, E11.7, E12.2–E12.5, E12.7, E13.2– E13.5, E13.7, E14.2–E14.5, E14.7",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_12_hemiplegia_freq,Clinical,Diagnosis Group,Nervous System,Hemiplegia or paraplegia,"G04.1, G11.4, G80.1, G80.2, G81.x, G82.x, G83.0–G83.4, G83.9",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_13_renal_freq,Clinical,Diagnosis Group,Circulatory System,Renal disease,"I12.0, I13.1, N03.2–N03.7, N05.2– N05.7, N18.x, N19.x, N25.0, Z49.0– Z49.2, Z94.0, Z99.2",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_14_malignancy_freq,Clinical,Diagnosis Group,Neoplasms,"Any malignancy, including lymphoma and leukemia, except malignant neoplasm of skin","C00.x–C26.x, C30.x–C34.x, C37.x– C41.x, C43.x, C45.x–C58.x, C60.x– C76.x, C81.x–C85.x, C88.x, C90.x–C97.x",diagCci_14_malignancy_freq,FALSE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.32E-04,0.000132,2.62%
diagCci_15_liverSevere_freq,Clinical,Diagnosis Group,Circulatory System,Moderate or severe liver disease,"I85.0, I85.9, I86.4, I98.2, K70.4, K71.1, K72.1, K72.9, K76.5, K76.6, K76.7",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_16_tumorSec_freq,Clinical,Diagnosis Group,Neoplasms,Metastatic solid tumor,C77.x–C80.x,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_17_aids_freq,Clinical,Diagnosis Group,Digestive System,AIDS/HIV,"B20.x–B22.x, B24.x",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_18_depression_freq,Clinical,Diagnosis Group,"Mental, Behavioral and Neurodevelopmental",Depression,"F20.4, F31.3–F31.5, F32.x, F33.x, F34.1, F41.2, F43.2",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_19_cardiac_freq,Clinical,Diagnosis Group,Circulatory System,Cardiac arrhythmias,"I44.1–I44.3, I45.6, I45.9, I47.x–I49.x, R00.0, R00.1, R00.8, T82.1, Z45.0, Z95.0",diagCci_19_cardiac_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.19E-04,0.000119,2.37%
diagCci_19_cardiac_freq,Clinical,Diagnosis Group,Circulatory System,Cardiac arrhythmias,"I44.1–I44.3, I45.6, I45.9, I47.x–I49.x, R00.0, R00.1, R00.8, T82.1, Z45.0, Z95.0",diagCci_19_cardiac_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,8.09E-05,0.0000809,1.61%
diagCci_19_cardiac_freq,Clinical,Diagnosis Group,Circulatory System,Cardiac arrhythmias,"I44.1–I44.3, I45.6, I45.9, I47.x–I49.x, R00.0, R00.1, R00.8, T82.1, Z45.0, Z95.0",diagCci_19_cardiac_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.29E-05,0.0000729,1.45%
diagCci_19_cardiac_freq,Clinical,Diagnosis Group,Circulatory System,Cardiac arrhythmias,"I44.1–I44.3, I45.6, I45.9, I47.x–I49.x, R00.0, R00.1, R00.8, T82.1, Z45.0, Z95.0",diagCci_19_cardiac_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,4.16E-05,0.0000416,0.83%
diagCci_20_valvular_freq,Clinical,Diagnosis Group,Infectious and Parasitic,Valvular disease,"A52.0, I05.x–I08.x, I09.1, I09.8, I34.x–I39.x, Q23.0–Q23.3, Z95.2– Z95.4",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_21_pulmonary_freq,Clinical,Diagnosis Group,Circulatory System,Pulmonary circulation disorders,"I26.x, I27.x, I28.0, I28.8, I28.9",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_22_vascular_freq,Clinical,Diagnosis Group,Circulatory System,Peripheral vascular disorders,"I70.x, I71.x, I73.1, I73.8, I73.9, I77.1, I79.0, I79.2, K55.1, K55.8, K55.9, Z95.8, Z95.9",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
diagCci_23_hypertensionNotComplicated_freq,Clinical,Diagnosis Group,Circulatory System,"Hypertension, uncomplicated",I10.x,diagCci_23_hypertensionNotComplicated_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.32E-04,0.000132,2.62%
diagCci_23_hypertensionNotComplicated_freq,Clinical,Diagnosis Group,Circulatory System,"Hypertension, uncomplicated",I10.x,diagCci_23_hypertensionNotComplicated_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.87E-05,0.0000787,1.57%
diagCci_23_hypertensionNotComplicated_freq,Clinical,Diagnosis Group,Circulatory System,"Hypertension, uncomplicated",I10.x,diagCci_23_hypertensionNotComplicated_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,3.67E-05,0.0000367,0.73%
diagCci_23_hypertensionNotComplicated_freq,Clinical,Diagnosis Group,Circulatory System,"Hypertension, uncomplicated",I10.x,diagCci_23_hypertensionNotComplicated_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.90E-05,0.000029,0.58%
diagCci_24_hypertensionComplicated_freq,Clinical,Diagnosis Group,Circulatory System,"Hypertension, complicated","I11.x–I13.x, I15.x",,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
